symbol,name,trade_date,direction,entry_time,entry_price,exit_time,exit_price,exit_reason,pnl_pct,pnl_gross,commission_entry,commission_exit,slippage_entry,slippage_exit,pnl_net,position_size,notional,gap_pct,atr_at_entry,confidence
RB,螺纹钢,2009-11-05,short,2009-11-05,4003.0,2009-11-05 00:45:00,4015.0,exit,-0.0029977516862353237,-3480.0,116.09,116.44,290.0,290.0,-4292.52,29,1160870.0,0.02931344818719465,84.6429,0.6671
RB,螺纹钢,2010-10-20,long,2010-10-20,4410.0,2010-10-20 00:45:00,4421.0,exit,0.002494331065759637,3190.0,127.89,128.21,290.0,290.0,2353.9,29,1278900.0,-0.017598574292715528,84.4286,0.6433
RB,螺纹钢,2010-11-03,short,2010-11-03,4565.0,2010-11-03 00:45:00,4551.0,exit,0.0030668127053669223,5600.0,182.6,182.04,400.0,400.0,4435.36,40,1826000.0,0.004842615012106538,61.9286,0.6409
RB,螺纹钢,2010-12-09,short,2010-12-09,4735.0,2010-12-09 00:45:00,4715.0,exit,0.004223864836325237,8800.0,208.34,207.46,440.0,440.0,7504.2,44,2083400.0,0.004881154499151104,55.9286,0.6491
RB,螺纹钢,2011-05-06,long,2011-05-06,4850.0,2011-05-06 00:45:00,4804.0,exit,-0.009484536082474227,-19780.0,208.55,206.57,430.0,430.0,-21055.12,43,2085500.0,-0.012823122328516182,57.6429,0.7113
RB,螺纹钢,2011-05-13,short,2011-05-13,4803.0,2011-05-13 00:45:00,4850.0,exit,-0.009785550697480742,-21150.0,216.14,218.25,450.0,450.0,-22484.38,45,2161350.0,0.00439146800501882,54.2143,0.669
RB,螺纹钢,2011-12-15,long,2011-12-15,4104.0,2011-12-15 00:45:00,4124.0,exit,0.004873294346978557,9800.0,201.1,202.08,490.0,490.0,8416.83,49,2010960.0,-0.011798699735131231,48.6429,0.675
RB,螺纹钢,2012-01-04,short,2012-01-04,4235.0,2012-01-04 00:45:00,4159.0,exit,0.0179456906729634,49400.0,275.28,270.34,650.0,650.0,47554.39,65,2752750.0,0.0059382422802850355,37.0714,0.6919
RB,螺纹钢,2012-03-14,short,2012-03-14,4359.0,2012-03-14 00:45:00,4325.0,exit,0.0077999541179169535,24480.0,313.85,311.4,720.0,720.0,22414.75,72,3138480.0,0.00414651002073255,35.0714,0.6467
RB,螺纹钢,2012-04-11,long,2012-04-11,4361.0,2012-04-11 00:45:00,4377.0,exit,0.0036688832836505388,15040.0,409.93,411.44,940.0,940.0,12338.63,94,4099340.0,-0.005246350364963503,27.6429,0.6512
RB,螺纹钢,2013-03-29,long,2013-03-29,3788.0,2013-03-29 00:45:00,3810.0,exit,0.005807814149947202,8140.0,140.16,140.97,370.0,370.0,7118.87,37,1401560.0,-0.009414225941422594,70.9286,0.6717
RB,螺纹钢,2013-04-15,long,2013-04-15,3800.0,2013-04-15 00:45:00,3738.0,exit,-0.01631578947368421,-24180.0,148.2,145.78,390.0,390.0,-25253.98,39,1482000.0,-0.009900990099009901,67.4286,0.6796
RB,螺纹钢,2013-04-16,long,2013-04-16,3680.0,2013-04-16 00:45:00,3750.0,exit,0.019021739130434784,25200.0,132.48,135.0,360.0,360.0,24212.52,36,1324800.0,-0.015516318887105404,71.0,0.7444
RB,螺纹钢,2013-04-18,long,2013-04-18,3621.0,2013-04-18 00:45:00,3651.0,exit,0.008285004142502071,10200.0,123.11,124.13,340.0,340.0,9272.75,34,1231140.0,-0.021086780210867802,76.7857,0.6846
RB,螺纹钢,2015-02-26,long,2015-02-26,2486.0,2015-02-26 00:45:00,2505.0,exit,0.007642799678197908,16530.0,216.28,217.94,870.0,870.0,14355.78,87,2162820.0,-0.01932938856015779,30.5714,0.703
RB,螺纹钢,2015-03-09,short,2015-03-09,2478.0,2015-03-09 00:45:00,2486.0,exit,-0.003228410008071025,-6000.0,185.85,186.45,750.0,750.0,-7872.3,75,1858500.0,0.02481389578163772,36.1429,0.7323
RB,螺纹钢,2015-08-26,short,2015-08-26,1961.0,2015-08-26 00:45:00,1937.0,exit,0.01223865374808771,18480.0,151.0,149.15,770.0,770.0,16639.85,77,1509970.0,0.014485256078634247,34.8571,0.6663
RB,螺纹钢,2017-12-18,short,2017-12-18,3839.0,2017-12-18 00:45:00,3874.0,exit,-0.009116957541026309,-8750.0,95.98,96.85,250.0,250.0,-9442.83,25,959750.0,0.003922594142259414,108.6429,0.6468
RB,螺纹钢,2019-05-06,long,2019-05-06,3760.0,2019-05-06 00:45:00,3756.0,exit,-0.0010638297872340426,-1720.0,161.68,161.51,430.0,430.0,-2903.19,43,1616800.0,-0.017507185785210346,62.9286,0.6731
